,Metric,Current_Comuna,Region,Codigo_region,Comuna,Codigo_comuna,Poblacion,Casos_incrementales,Casos_nuevos,Superficie_km2,IM_interno,IM_externo,IM,Fallecidos_totales,Fallecidos_nuevos,Positividad,Dosis_unica,Primera_dosis,Segunda_dosis,Tercera_dosis,Cuarta_dosis
1227,missing_samples,Ninhue,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1228,min_date,Ninhue,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1229,max_date,Ninhue,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1230,n_unique_vals,Niquen,1,1,1,1,,,,,,,,,,,,,,,
1231,total_samples,Niquen,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1232,non-nan_samples,Niquen,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1233,missing_samples,Niquen,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1234,min_date,Niquen,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1235,max_date,Niquen,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1236,n_unique_vals,Pemuco,1,1,1,1,,,,,,,,,,,,,,,
1237,total_samples,Pemuco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1238,non-nan_samples,Pemuco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1239,missing_samples,Pemuco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1240,min_date,Pemuco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1241,max_date,Pemuco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1242,n_unique_vals,Pinto,1,1,1,1,,,,,,,,,,,,,,,
1243,total_samples,Pinto,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1244,non-nan_samples,Pinto,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1245,missing_samples,Pinto,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1246,min_date,Pinto,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1247,max_date,Pinto,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1248,n_unique_vals,Portezuelo,1,1,1,1,,,,,,,,,,,,,,,
1249,total_samples,Portezuelo,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1250,non-nan_samples,Portezuelo,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1251,missing_samples,Portezuelo,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1252,min_date,Portezuelo,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1253,max_date,Portezuelo,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1254,n_unique_vals,Quillon,1,1,1,1,,,,,,,,,,,,,,,
1255,total_samples,Quillon,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1256,non-nan_samples,Quillon,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1257,missing_samples,Quillon,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1258,min_date,Quillon,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1259,max_date,Quillon,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1260,n_unique_vals,Quirihue,1,1,1,1,,,,,,,,,,,,,,,
1261,total_samples,Quirihue,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1262,non-nan_samples,Quirihue,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1263,missing_samples,Quirihue,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1264,min_date,Quirihue,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1265,max_date,Quirihue,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1266,n_unique_vals,Ranquil,1,1,1,1,,,,,,,,,,,,,,,
1267,total_samples,Ranquil,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1268,non-nan_samples,Ranquil,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1269,missing_samples,Ranquil,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1270,min_date,Ranquil,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1271,max_date,Ranquil,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1272,n_unique_vals,San Carlos,1,1,1,1,,,,,,,,,,,,,,,
1273,total_samples,San Carlos,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1274,non-nan_samples,San Carlos,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1275,missing_samples,San Carlos,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1276,min_date,San Carlos,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1277,max_date,San Carlos,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1278,n_unique_vals,San Fabian,1,1,1,1,,,,,,,,,,,,,,,
1279,total_samples,San Fabian,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1280,non-nan_samples,San Fabian,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1281,missing_samples,San Fabian,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1282,min_date,San Fabian,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1283,max_date,San Fabian,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1284,n_unique_vals,San Ignacio,1,1,1,1,,,,,,,,,,,,,,,
1285,total_samples,San Ignacio,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1286,non-nan_samples,San Ignacio,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1287,missing_samples,San Ignacio,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1288,min_date,San Ignacio,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1289,max_date,San Ignacio,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1290,n_unique_vals,San Nicolas,1,1,1,1,,,,,,,,,,,,,,,
1291,total_samples,San Nicolas,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1292,non-nan_samples,San Nicolas,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1293,missing_samples,San Nicolas,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1294,min_date,San Nicolas,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1295,max_date,San Nicolas,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1296,n_unique_vals,Treguaco,1,1,1,1,,,,,,,,,,,,,,,
1297,total_samples,Treguaco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1298,non-nan_samples,Treguaco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1299,missing_samples,Treguaco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1300,min_date,Treguaco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1301,max_date,Treguaco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1302,n_unique_vals,Yungay,1,1,1,1,,,,,,,,,,,,,,,
1303,total_samples,Yungay,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1304,non-nan_samples,Yungay,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1305,missing_samples,Yungay,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1306,min_date,Yungay,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1307,max_date,Yungay,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1308,n_unique_vals,Alto Biobio,1,1,1,1,,,,,,,,,,,,,,,
1309,total_samples,Alto Biobio,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1310,non-nan_samples,Alto Biobio,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1311,missing_samples,Alto Biobio,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1312,min_date,Alto Biobio,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1313,max_date,Alto Biobio,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1314,n_unique_vals,Antuco,1,1,1,1,,,,,,,,,,,,,,,
1315,total_samples,Antuco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1316,non-nan_samples,Antuco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1317,missing_samples,Antuco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1318,min_date,Antuco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1319,max_date,Antuco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1320,n_unique_vals,Arauco,1,1,1,1,,,,,,,,,,,,,,,
1321,total_samples,Arauco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1322,non-nan_samples,Arauco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1323,missing_samples,Arauco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1324,min_date,Arauco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1325,max_date,Arauco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1326,n_unique_vals,Cabrero,1,1,1,1,,,,,,,,,,,,,,,
1327,total_samples,Cabrero,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1328,non-nan_samples,Cabrero,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1329,missing_samples,Cabrero,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1330,min_date,Cabrero,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1331,max_date,Cabrero,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1332,n_unique_vals,Canete,1,1,1,1,,,,,,,,,,,,,,,
1333,total_samples,Canete,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1334,non-nan_samples,Canete,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1335,missing_samples,Canete,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1336,min_date,Canete,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1337,max_date,Canete,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1338,n_unique_vals,Chiguayante,1,1,1,1,,,,,,,,,,,,,,,
1339,total_samples,Chiguayante,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1340,non-nan_samples,Chiguayante,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1341,missing_samples,Chiguayante,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
