,Codigo_region,Codigo_provincia,Codigo_comuna,PERSONAS,HOMBRES,MUJERES,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS,INMIGRANTES,LugarNacimiento_Enestacomuna,LugarNacimiento_Enotracomuna,LugarNacimiento_Peru,LugarNacimiento_Argentina,LugarNacimiento_Bolivia,LugarNacimiento_Ecuador,LugarNacimiento_Colombia,LugarNacimiento_Otro,LugarNacimiento_Missing,EducacionFormal_Si,EducacionFormal_Noasisteactualmente,EducacionFormal_Nuncaasistio,EducacionFormal_Missing,UltimoAñoEscolarAprobado_0,UltimoAñoEscolarAprobado_1°,UltimoAñoEscolarAprobado_2°,UltimoAñoEscolarAprobado_3°,UltimoAñoEscolarAprobado_4°,UltimoAñoEscolarAprobado_5°,UltimoAñoEscolarAprobado_6°,UltimoAñoEscolarAprobado_7°,UltimoAñoEscolarAprobado_8°,UltimoAñoEscolarAprobado_Noaplica,UltimoAñoEscolarAprobado_Missing,NivelEducacional_SalaCuna_JardinInfantil,NivelEducacional_Prekinder,NivelEducacional_Kinder,NivelEducacional_Especial_Diferencial,NivelEducacional_EducacionBasica,NivelEducacional_Primaria_Preparatorio,NivelEducacional_CientificoHumanista,NivelEducacional_TecnicaProfesional,NivelEducacional_Humanidades,NivelEducacional_Tecnica_ComercialIndustrialNormalista,NivelEducacional_TecnicoSuperior,NivelEducacional_Profesional,NivelEducacional_Magister,NivelEducacional_Doctorado,NivelEducacional_Noaplica,NivelEducacional_Missing,NivelEducacionalCompleto_Si,NivelEducacionalCompleto_No,NivelEducacionalCompleto_Noaplica,NivelEducacionalCompleto_Missing,PertenenciaComunidadIndigena_Si,PertenenciaComunidadIndigena_No,PertenenciaComunidadIndigena_Missing,ComunidadIndigena_Mapuche,ComunidadIndigena_Aymara,ComunidadIndigena_RapaNui,ComunidadIndigena_LicanAntai,ComunidadIndigena_Quechua,ComunidadIndigena_Colla,ComunidadIndigena_Diaguita,ComunidadIndigena_Kawesqar,ComunidadIndigena_YaganoYamana,ComunidadIndigena_OtroPueblo,ComunidadIndigena_Noaplica,ComunidadIndigena_Missing,TrabajoSemanaAnterior_PorPago,TrabajoSemanaAnterior_SinPago,TrabajoSemanaAnterior_Empleado_VacacionesLicenciaDescanso,TrabajoSemanaAnterior_BuscandoEmpleo,TrabajoSemanaAnterior_Estudiando,TrabajoSemanaAnterior_QuehaceresHogar,TrabajoSemanaAnterior_Jubilado_Pensionado_Rentista,TrabajoSemanaAnterior_OtraSituacion,TrabajoSemanaAnterior_NoAplica,TrabajoSemanaAnterior_Missing,ActividadEconomica_Agricultura_Ganaderia_Silvicultura_Pesca,ActividadEconomica_ExplotacionMinas_Canteras,ActividadEconomica_Industrias_Manufactureras,ActividadEconomica_SuministroElectricidad_Gas_Vapor_AireAcondicionado,ActividadEconomica_SuministroAgua_EvacuacionAguasResiduales_GestionDesechosDescontaminacion,ActividadEconomica_Construccion,ActividadEconomica_Comercio_ReparacionVehiculosAutomotoresMotocicletas,ActividadEconomica_Transporte_Almacenamiento,ActividadEconomica_ActividadesAlojamiento_ServiciosComidas,ActividadEconomica_Informacion_Comunicaciones,ActividadEconomica_ActividadesFinancieras_Seguros,ActividadEconomica_ActividadesInmobiliarias,ActividadEconomica_ActividadesProfesionales_Cientificas_Tecnicas,ActividadEconomica_ActividadesServiciosAdministrativos_Apoyo,ActividadEconomica_AdministracionPublica_Defensa_PlanesSeguirdadSocialAfiliacionObligatoria,ActividadEconomica_Ensenanza,ActividadEconomica_ActividadesAtencionSaludHumana_AsistenciaSocial,ActividadEconomica_ActividadesArtisticas_Entretenimiento_Recreativas,ActividadEconomica_OtrasActividadesServicios,ActividadEconomica_ActividadesHogaresComoEmpleadores_ActividadesNoDiferenciadasHogaresComoProductoresBienesyServiciosUsoPropio,ActividadEconomica_ActividadesOrganizaciones_OrganosExtraterritoriales,ActividadEconomica_RamaNoDeclarada,ActividadEconomica_NoAplica,ActividadEconomica_Missing
34,4,42,4204,29347,15680,13613,1702,2927,19529,3146,325,19177,9081,199.0,39.0,29.0,36.0,54.0,165.0,567.0,7251,19769,1505,822.0,1772,1728,3096,2667,9132,2085,1955,976,3448,1505,983.0,710,420,631,74,9795,806,7865,2442,267,87,1658.0,2295.0,114.0,12.0,1505.0,666.0,15244,11656,1505,942,2676,25601,1070.0,1420,140,14,25.0,12.0,40.0,910.0,4.0,1.0,110.0,25601.0,1070.0,12365,395,947,1087.0,1298.0,3528.0,2504.0,848.0,5759.0,616.0,15024,616,1996,2220,531.0,22.0,79.0,1148.0,1407.0,812.0,674.0,58.0,27.0,8.0,311.0,406.0,469.0,684.0,320.0,58.0,126.0,347.0,2004.0,
35,4,43,4301,111272,53271,57348,7426,12518,72374,11544,950,74793,32456,365.0,130.0,186.0,122.0,277.0,495.0,2448.0,31922,70692,5487,3171.0,7814,7590,11626,10041,34871,8145,7710,3321,10088,5487,4579.0,3230,1855,2626,460,33123,3423,27089,14003,1565,567,5696.0,8941.0,308.0,55.0,5487.0,2844.0,55467,45933,5487,4385,11025,95386,4861.0,3377,748,12,97.0,86.0,230.0,5904.0,5.0,2.0,564.0,95386.0,4861.0,43186,779,1929,3712.0,7604.0,13141.0,9987.0,3823.0,24886.0,2225.0,63153,2225,8069,1616,1504.0,173.0,197.0,3279.0,7395.0,2804.0,1677.0,255.0,287.0,94.0,827.0,1908.0,1846.0,3204.0,1820.0,302.0,499.0,1063.0,7075.0,
36,4,43,4302,13322,6512,6562,595,1056,8127,2083,35,9644,3306,20.0,20.0,13.0,7.0,1.0,21.0,290.0,2889,9173,864,396.0,687,789,1357,1250,3464,832,1232,421,1951,864,475.0,290,160,229,31,5456,591,2925,998,110,39,488.0,772.0,31.0,864.0,338.0,,6116,5876,864,466,1272,11631,419.0,526,89,1,12.0,8.0,36.0,511.0,89.0,11631.0,419.0,,,4611,259,225,410.0,593.0,2057.0,1992.0,445.0,2439.0,291.0,7936,291,969,228,167.0,5.0,58.0,818.0,602.0,210.0,162.0,19.0,14.0,3.0,54.0,137.0,351.0,347.0,156.0,9.0,35.0,104.0,647.0,
37,4,43,4303,30751,15081,15347,1889,3156,19572,3182,49,22959,6876,31.0,23.0,76.0,7.0,22.0,77.0,680.0,8096,19729,2144,782.0,1900,2034,3070,2675,7958,1845,2596,1253,4190,2144,1086.0,714,432,735,89,13043,921,6576,2983,176,79,930.0,1174.0,33.0,3.0,2144.0,719.0,13101,14523,2144,983,2739,26984,1028.0,853,185,1,34.0,31.0,27.0,1458.0,2.0,148.0,26984.0,1028.0,,10924,508,637,1128.0,1742.0,4413.0,2970.0,875.0,6839.0,715.0,17967,715,5009,404,281.0,18.0,75.0,700.0,1219.0,545.0,281.0,20.0,14.0,2.0,56.0,213.0,567.0,643.0,228.0,21.0,40.0,158.0,1575.0,
38,4,43,4304,10956,5357,5419,684,1231,6694,1288,21,6827,3803,9.0,14.0,15.0,2.0,2.0,21.0,263.0,2920,6858,775,403.0,641,733,1097,925,2996,629,1013,379,1226,775,542.0,233,152,237,60,4342,329,2490,959,99,29,372.0,455.0,21.0,1.0,775.0,402.0,4671,4979,775,531,1334,9176,446.0,389,68,1,13.0,4.0,28.0,760.0,5.0,66.0,9176.0,446.0,,3486,170,179,332.0,630.0,1837.0,1246.0,300.0,2485.0,291.0,6830,291,971,507,138.0,5.0,20.0,274.0,279.0,169.0,107.0,14.0,4.0,2.0,36.0,129.0,213.0,240.0,80.0,19.0,23.0,52.0,553.0,
39,4,43,4305,4278,2070,2071,143,337,2187,695,8,3095,1077,5.0,11.0,10.0,1.0,21.0,58.0,,928,2953,348,49.0,235,241,379,389,1182,245,507,141,525,348,86.0,110,36,83,11,1912,170,847,327,33,17,135.0,199.0,14.0,2.0,348.0,34.0,1741,2144,348,45,267,3954,57.0,86,25,5,2.0,10.0,131.0,1.0,7.0,3954.0,57.0,,,1509,109,58,156.0,191.0,682.0,644.0,137.0,754.0,38.0,2564,38,538,82,35.0,2.0,12.0,150.0,113.0,67.0,52.0,2.0,1.0,2.0,9.0,55.0,155.0,115.0,44.0,2.0,4.0,25.0,211.0,
40,5,51,5101,296655,144546,151349,17861,26759,203020,36679,4282,193276,90971,623.0,1245.0,130.0,293.0,712.0,3673.0,5732.0,91353,188707,10262,6333.0,16314,23624,37529,34112,92921,27794,20402,6584,16697,10262,10416.0,6687,3910,5405,1576,53843,10426,73967,33359,11211,2409,24447.0,48746.0,3591.0,834.0,10262.0,5982.0,160932,116748,10262,8713,20153,268092,8410.0,16427,923,189,104.0,164.0,80.0,933.0,51.0,24.0,1258.0,268092.0,8410.0,123292,2315,5745,9676.0,31910.0,23932.0,30071.0,11746.0,52698.0,5270.0,160033,5270,1008,691,6834.0,545.0,602.0,10858.0,21788.0,11501.0,7352.0,2354.0,1501.0,732.0,4248.0,7724.0,9718.0,10670.0,7030.0,1498.0,3200.0,4407.0,6.0,17085.0
41,5,51,5102,26867,13269,13457,1686,2695,17485,2839,289,16461,9417,64.0,80.0,17.0,16.0,31.0,341.0,440.0,7717,17555,1132,463.0,1713,1917,3017,2966,8348,2003,1827,760,2225,1132,959.0,733,405,553,136,7404,941,6991,2945,446,79,1817.0,2541.0,132.0,38.0,1132.0,574.0,13611,11317,1132,807,1674,24447,746.0,1480,58,15,4.0,4.0,2.0,19.0,1.0,2.0,89.0,24447.0,746.0,11516,222,533,760.0,2189.0,2900.0,2198.0,781.0,5398.0,370.0,14226,370,1423,57,1427.0,49.0,44.0,884.0,1425.0,1585.0,635.0,85.0,67.0,42.0,263.0,526.0,454.0,674.0,372.0,87.0,152.0,414.0,1.0,1605.0
42,5,51,5103,42152,20301,21805,2734,4408,28465,4435,1441,13939,25788,285.0,324.0,34.0,111.0,205.0,933.0,533.0,13266,26839,1349,698.0,2610,3390,5734,4782,11387,5286,3043,1158,2291,1349,1122.0,1177,623,794,124,7673,969,9077,3345,1068,226,3534.0,9879.0,1419.0,211.0,1349.0,684.0,24000,15768,1349,1035,2288,38956,908.0,1796,72,22,9.0,38.0,11.0,114.0,6.0,2.0,218.0,38956.0,908.0,18334,325,772,1296.0,4497.0,3623.0,3339.0,1268.0,8204.0,494.0,22227,494,268,351,1051.0,121.0,87.0,1856.0,2730.0,955.0,1131.0,249.0,345.0,351.0,1048.0,780.0,1135.0,1462.0,1193.0,251.0,565.0,919.0,12.0,2571.0
43,5,51,5104,926,497,426,78,110,652,78,29,442,441,15.0,5.0,2.0,14.0,7.0,,,210,682,20,14.0,69,50,104,97,281,103,76,34,73,20,19.0,39,15,15,1,230,24,251,85,10,3,68.0,137.0,11.0,2.0,20.0,15.0,531,351,20,24,60,830,36.0,41,9,1,4.0,1.0,4.0,830.0,36.0,,,,,520,5,22,18.0,30.0,92.0,18.0,20.0,191.0,10.0,369,10,140,16,2.0,54.0,24.0,24.0,20.0,6.0,13.0,24.0,76.0,45.0,22.0,15.0,3.0,11.0,52.0,,,,,
44,5,51,5105,18546,9278,9126,1055,1799,11961,2270,264,8062,9685,64.0,79.0,8.0,12.0,87.0,198.0,351.0,4958,12358,736,494.0,1145,1343,2222,2020,5799,1343,1279,529,1497,736,633.0,505,226,406,75,4669,853,5100,1738,409,90,1469.0,1780.0,96.0,11.0,736.0,383.0,9677,7565,736,568,1143,16783,620.0,959,55,6,3.0,1.0,9.0,37.0,4.0,2.0,67.0,16783.0,620.0,7581,165,386,585.0,1326.0,1981.0,1953.0,591.0,3688.0,290.0,10124,290,335,230,411.0,70.0,50.0,1250.0,1188.0,472.0,628.0,36.0,22.0,51.0,167.0,561.0,291.0,413.0,206.0,59.0,210.0,331.0,1151.0,
45,5,51,5107,31923,15715,16004,1883,3099,20681,3494,467,11966,18337,115.0,146.0,15.0,21.0,51.0,560.0,712.0,9147,20512,1401,863.0,1993,2644,4060,3494,9512,2346,2044,901,2235,1401,1293.0,790,493,681,190,7365,1142,8264,3122,908,202,2748.0,3495.0,208.0,49.0,1401.0,865.0,16479,12805,1401,1238,2285,28431,1207.0,1918,86,20,8.0,17.0,19.0,70.0,3.0,3.0,141.0,28431.0,1207.0,12475,238,611,1125.0,2497.0,3413.0,3171.0,1126.0,6624.0,643.0,17956,643,504,327,772.0,84.0,67.0,1421.0,2275.0,1110.0,682.0,103.0,93.0,98.0,315.0,629.0,1022.0,741.0,484.0,101.0,230.0,396.0,1870.0,
46,5,51,5109,334248,158435,175301,17930,27795,228423,45913,7934,157272,159531,953.0,2567.0,264.0,391.0,1057.0,5816.0,6397.0,102636,213767,10229,7616.0,17235,26007,44095,39229,98350,37809,23826,7752,17503,10229,12213.0,7339,4047,5553,1539,54389,10098,72051,35656,12645,2919,29468.0,72008.0,7476.0,1636.0,10229.0,7195.0,187575,125690,10229,10754,20573,303443,10232.0,16370,851,287,144.0,180.0,143.0,1035.0,73.0,29.0,1461.0,303443.0,10232.0,140398,2423,6647,10506.0,39687.0,26916.0,35216.0,10957.0,55186.0,6312.0,178468,6312,732,1138,6844.0,596.0,529.0,13838.0,22896.0,8727.0,7412.0,2704.0,2341.0,1587.0,6335.0,7010.0,10832.0,12348.0,10338.0,1955.0,4332.0,6371.0,13.0,20590.0
47,5,52,5201,7750,3819,3931,597,929,5603,440,338,2827,4057,56.0,79.0,5.0,7.0,39.0,407.0,273.0,1903,5259,264,324.0,516,462,1016,910,2400,856,380,212,308,264,426.0,262,111,140,15,1417,103,1636,834,91,17,853.0,1512.0,157.0,30.0,264.0,308.0,4456,2602,264,428,3976,3485,289.0,336,14,3512,1.0,3.0,6.0,8.0,2.0,1.0,93.0,3485.0,289.0,4366,120,296,79.0,263.0,315.0,184.0,256.0,1642.0,229.0,2739,229,200,21,231.0,11.0,16.0,316.0,457.0,245.0,687.0,51.0,49.0,9.0,100.0,403.0,525.0,257.0,237.0,90.0,50.0,63.0,1.0,763.0
48,5,53,5301,66708,33179,33348,4084,6687,45068,7247,1330,34696,27974,207.0,901.0,88.0,61.0,440.0,696.0,1645.0,18802,43467,2437,2002.0,4035,4329,7830,7116,21921,5770,4045,1644,4457,2437,3124.0,1688,929,1374,252,14071,2134,14949,10456,1772,617,5575.0,8071.0,428.0,51.0,2437.0,1904.0,37171,24200,2437,2900,3671,60256,2781.0,2740,198,39,30.0,37.0,52.0,278.0,7.0,11.0,279.0,60256.0,2781.0,27931,489,2022,2343.0,4576.0,6312.0,5785.0,2532.0,13270.0,1448.0,34818,1448,1490,2288,1217.0,89.0,95.0,2534.0,4250.0,2360.0,1207.0,279.0,298.0,78.0,852.0,1430.0,2193.0,1869.0,1320.0,323.0,451.0,677.0,1.0,5141.0
49,5,53,5302,14832,7298,7477,1008,1582,9684,1377,127,7068,7190,34.0,72.0,11.0,11.0,22.0,53.0,371.0,4315,9380,675,462.0,1053,989,1605,1329,4805,1038,983,418,1253,675,684.0,404,272,362,59,3980,578,3199,2407,208,96,764.0,1284.0,92.0,11.0,675.0,441.0,7736,5742,675,679,849,13177,806.0,649,45,8,3.0,3.0,6.0,88.0,3.0,44.0,13177.0,806.0,,5974,109,314,482.0,942.0,1655.0,1166.0,447.0,3359.0,384.0,8051,384,1029,366,217.0,19.0,21.0,475.0,771.0,492.0,208.0,36.0,49.0,22.0,119.0,256.0,211.0,334.0,203.0,80.0,84.0,211.0,1.0,1193.0
50,5,53,5303,10207,5098,5036,653,1160,6631,930,96,5178,4701,22.0,54.0,6.0,13.0,26.0,57.0,150.0,3112,6532,404,159.0,828,755,1191,1087,2726,797,751,375,1027,404,266.0,332,216,272,40,3170,325,2063,1238,150,59,585.0,1045.0,131.0,14.0,404.0,163.0,5095,4404,404,304,677,9212,318.0,518,46,2,5.0,12.0,7.0,48.0,1.0,1.0,37.0,9212.0,318.0,4271,88,199,336.0,682.0,1007.0,802.0,316.0,2361.0,145.0,5504,145,1064,211,119.0,8.0,17.0,254.0,470.0,308.0,132.0,37.0,37.0,12.0,91.0,203.0,168.0,215.0,183.0,55.0,64.0,204.0,706.0,
51,5,53,5304,18855,9236,9505,1217,1983,11869,1939,116,9881,8348,16.0,102.0,16.0,13.0,28.0,79.0,372.0,5377,12104,871,503.0,1344,1284,2042,1928,5640,1487,1323,527,1680,871,729.0,540,323,468,65,5251,768,3751,2994,279,99,1213.0,1756.0,85.0,14.0,871.0,378.0,9727,7599,871,658,1001,17241,613.0,799,71,8,5.0,9.0,7.0,47.0,1.0,54.0,17241.0,613.0,,7561,117,415,609.0,1265.0,2289.0,1641.0,485.0,4110.0,363.0,10399,363,1550,566,324.0,41.0,27.0,465.0,972.0,531.0,258.0,58.0,75.0,17.0,195.0,285.0,294.0,440.0,377.0,71.0,84.0,278.0,5.0,1180.0
52,5,54,5401,35390,17286,17995,2094,3510,23350,3897,303,23289,10800,75.0,91.0,57.0,24.0,46.0,184.0,824.0,9151,23763,1683,793.0,2253,2297,3893,3648,10598,2688,2452,1071,3636,1683,1171.0,1076,494,663,112,10868,1523,9281,3215,527,123,2234.0,2709.0,128.0,10.0,1683.0,744.0,18068,14603,1683,1036,2714,31482,1194.0,1525,271,9,6.0,23.0,21.0,641.0,218.0,31482.0,1194.0,,,14631,386,600,1142.0,2191.0,3852.0,3604.0,1174.0,7149.0,661.0,19112,661,2001,281,907.0,71.0,76.0,1575.0,2529.0,843.0,561.0,77.0,93.0,50.0,297.0,687.0,658.0,1046.0,489.0,54.0,235.0,579.0,6.0,2502.0
53,5,54,5402,19388,9390,9868,1165,2139,12644,2026,77,14015,4735,8.0,30.0,35.0,2.0,23.0,72.0,468.0,5492,12222,1113,561.0,1243,1396,2040,1911,5777,1233,1286,570,2055,1113,764.0,481,307,446,95,6486,707,4913,2196,203,70,879.0,995.0,33.0,3.0,1113.0,461.0,9214,8355,1113,706,930,17669,789.0,537,126,4,4.0,11.0,13.0,175.0,1.0,59.0,17669.0,789.0,,7270,177,272,589.0,1213.0,2726.0,1863.0,596.0,4272.0,410.0,11259,410,1903,704,260.0,16.0,35.0,417.0,892.0,442.0,194.0,25.0,21.0,4.0,94.0,197.0,220.0,480.0,194.0,24.0,68.0,211.0,3.0,1315.0
54,5,54,5403,6356,3298,2986,345,523,4390,678,51,3076,3004,18.0,35.0,2.0,1.0,14.0,32.0,174.0,1400,4582,202,172.0,349,414,733,704,1993,462,445,225,612,202,217.0,171,82,95,13,1659,307,1648,971,119,26,412.0,486.0,31.0,4.0,202.0,130.0,3391,2560,202,203,558,5599,199.0,391,70,1,2.0,52.0,1.0,1.0,40.0,5599.0,199.0,,,3064,41,104,189.0,352.0,669.0,573.0,173.0,1107.0,84.0,3063,84,183,44,97.0,2.0,12.0,506.0,288.0,71.0,163.0,19.0,13.0,24.0,38.0,230.0,639.0,168.0,75.0,30.0,111.0,117.0,379.0,
55,5,54,5404,9826,4827,4889,465,850,6134,1108,119,6891,2487,4.0,25.0,2.0,1.0,3.0,148.0,265.0,2456,6520,610,240.0,577,597,1028,1024,3033,651,643,325,1003,610,335.0,244,144,179,39,3219,427,2519,934,160,25,513.0,559.0,21.0,1.0,610.0,232.0,4760,4143,610,313,653,8858,315.0,369,41,8,9.0,1.0,4.0,177.0,44.0,8858.0,315.0,,,3826,105,165,350.0,533.0,1256.0,1181.0,373.0,1886.0,151.0,5579,151,926,309,138.0,14.0,28.0,267.0,317.0,194.0,85.0,8.0,11.0,5.0,39.0,140.0,338.0,269.0,133.0,18.0,30.0,99.0,1.0,727.0
56,5,54,5405,7339,3648,3588,396,615,4735,889,119,3563,3434,43.0,33.0,3.0,5.0,24.0,81.0,153.0,1736,5154,256,193.0,450,512,905,837,2040,589,510,235,768,256,237.0,216,93,141,13,2061,276,1790,757,147,31,580.0,736.0,66.0,11.0,256.0,165.0,3848,3001,256,234,521,6573,245.0,321,35,3,4.0,11.0,98.0,1.0,1.0,47.0,6573.0,245.0,,3326,84,131,220.0,425.0,752.0,713.0,238.0,1332.0,118.0,3680,118,176,8,80.0,18.0,9.0,744.0,265.0,86.0,152.0,15.0,9.0,52.0,72.0,326.0,172.0,176.0,74.0,41.0,59.0,416.0,591.0,
57,5,55,5501,90517,43479,46902,5788,9537,59971,10913,1374,52699,34637,152.0,350.0,75.0,99.0,286.0,997.0,1222.0,27218,58435,3312,1552.0,6134,7077,10945,10173,27235,7991,6135,2509,6683,3312,2323.0,2734,1409,1904,508,21549,3297,23304,9189,2697,622,7274.0,10798.0,531.0,55.0,3312.0,1334.0,47885,37202,3312,2118,5048,83198,2271.0,3715,317,30,19.0,55.0,29.0,543.0,10.0,3.0,327.0,83198.0,2271.0,37327,594,1662,2848.0,8177.0,8585.0,9364.0,2666.0,18141.0,1153.0,49781,1153,5152,759,1870.0,200.0,183.0,3430.0,6457.0,2380.0,1274.0,399.0,371.0,164.0,944.0,1486.0,3140.0,2601.0,1949.0,256.0,666.0,1241.0,1.0,4660.0
58,5,55,5502,50554,24329,25942,3415,5680,33504,6223,753,31175,17434,57.0,248.0,35.0,41.0,140.0,500.0,924.0,14980,32511,2122,941.0,3250,3956,5805,5584,16484,3525,3153,1376,3836,2122,1463.0,1360,739,1105,286,12945,2167,12304,7374,1341,387,3385.0,3985.0,127.0,16.0,2122.0,911.0,25722,21310,2122,1400,2927,46075,1552.0,1863,357,20,11.0,15.0,36.0,368.0,5.0,2.0,250.0,46075.0,1552.0,19199,355,874,1987.0,4326.0,5727.0,5142.0,1722.0,10405.0,817.0,29309,817,1603,624,1393.0,90.0,70.0,2231.0,4402.0,1398.0,658.0,137.0,124.0,34.0,379.0,798.0,563.0,1182.0,695.0,110.0,310.0,483.0,3144.0,
59,5,55,5503,17988,9016,8932,1289,2051,12119,1967,205,11431,6097,54.0,49.0,78.0,3.0,54.0,61.0,161.0,4965,11924,914,185.0,1165,1349,1912,1902,5326,1215,1290,713,1817,914,385.0,450,313,390,108,6234,687,4828,1571,229,64,965.0,985.0,39.0,3.0,914.0,208.0,8526,8242,914,306,878,16758,352.0,597,71,1,5.0,20.0,4.0,140.0,40.0,16758.0,352.0,,,7448,161,290,430.0,1415.0,2254.0,1605.0,477.0,3719.0,189.0,9900,189,2900,95,366.0,19.0,39.0,466.0,1442.0,507.0,174.0,25.0,16.0,14.0,112.0,188.0,170.0,313.0,195.0,21.0,42.0,207.0,2.0,586.0
60,5,55,5504,22098,10630,11401,1798,2679,14672,2052,347,7788,13566,56.0,73.0,24.0,40.0,36.0,249.0,266.0,6995,13807,923,373.0,1644,1609,2581,2570,6660,2302,1389,597,1282,923,541.0,726,363,530,90,4753,756,4822,2633,467,114,1985.0,3355.0,248.0,23.0,923.0,310.0,12184,8486,923,505,1049,20415,634.0,708,95,5,10.0,7.0,21.0,107.0,2.0,94.0,20415.0,634.0,,9122,161,471,604.0,1971.0,2238.0,1640.0,623.0,5056.0,212.0,12132,212,1379,445,474.0,64.0,47.0,667.0,1538.0,533.0,226.0,81.0,131.0,38.0,325.0,247.0,519.0,816.0,494.0,62.0,121.0,286.0,1261.0,
61,5,55,5506,22120,10784,11313,1499,2434,14476,2640,138,14089,7506,47.0,54.0,16.0,12.0,22.0,88.0,286.0,6149,14377,1166,428.0,1345,1657,2375,2403,6959,1472,1527,678,1990,1166,548.0,532,338,466,103,6586,1139,5324,3020,359,93,1364.0,1265.0,32.0,3.0,1166.0,330.0,10779,9702,1166,473,1234,20165,721.0,869,73,2,5.0,4.0,16.0,163.0,2.0,100.0,20165.0,721.0,,7858,168,461,834.0,1849.0,3217.0,2201.0,565.0,4654.0,313.0,13320,313,1659,633,461.0,35.0,42.0,886.0,1139.0,665.0,216.0,27.0,39.0,5.0,104.0,281.0,220.0,377.0,232.0,35.0,91.0,229.0,1111.0,
62,5,56,5601,91350,44623,46566,6063,9655,60713,10708,1103,58445,28744,166.0,206.0,83.0,150.0,234.0,1066.0,2256.0,24570,60493,3727,2560.0,5723,6472,10380,9552,29865,7311,5557,2314,6645,3727,3804.0,2341,1398,1914,497,21629,3634,25256,10901,2384,570,6364.0,8158.0,308.0,42.0,3727.0,2227.0,48342,35905,3727,3376,8496,79492,3362.0,7768,163,26,8.0,47.0,19.0,97.0,11.0,8.0,349.0,79492.0,3362.0,37626,575,2067,2932.0,5825.0,8690.0,9567.0,3513.0,18666.0,1889.0,49193,1889,1906,153,2295.0,80.0,180.0,2975.0,6528.0,6311.0,1568.0,341.0,339.0,121.0,722.0,2074.0,1978.0,2420.0,1663.0,365.0,716.0,1293.0,1.0,6239.0
63,5,56,5602,13817,6564,6922,660,1045,8454,2018,242,4712,8280,92.0,77.0,10.0,22.0,56.0,229.0,339.0,3138,9710,576,393.0,695,849,1529,1473,4062,1368,1129,371,1099,576,666.0,286,166,236,48,3072,442,2778,1707,544,131,1092.0,2155.0,161.0,35.0,576.0,388.0,7634,5018,576,589,1113,12020,684.0,973,27,8,4.0,6.0,1.0,17.0,7.0,3.0,67.0,12020.0,684.0,5736,175,282,325.0,702.0,1462.0,1863.0,506.0,2425.0,341.0,7283,341,149,23,209.0,32.0,16.0,850.0,880.0,246.0,430.0,66.0,45.0,80.0,175.0,436.0,281.0,305.0,225.0,73.0,239.0,256.0,1177.0,
64,5,56,5603,22738,11194,11399,1103,1930,14210,3046,193,7387,14225,26.0,80.0,9.0,30.0,32.0,220.0,729.0,5784,15214,909,831.0,1351,1573,2658,2164,7175,1495,1709,634,1850,909,1220.0,539,343,451,104,5914,1221,6072,2783,791,156,1183.0,1480.0,56.0,10.0,909.0,726.0,11321,9442,909,1066,2031,19413,1294.0,1785,48,15,1.0,4.0,4.0,10.0,1.0,1.0,162.0,19413.0,1294.0,8667,194,522,804.0,1190.0,2289.0,2867.0,962.0,4596.0,647.0,12708,647,405,29,471.0,7.0,44.0,1144.0,1967.0,859.0,571.0,57.0,37.0,14.0,127.0,451.0,435.0,465.0,256.0,81.0,135.0,193.0,1635.0,
65,5,56,5604,15955,7669,7961,692,1196,9410,2748,359,3754,11189,58.0,102.0,13.0,20.0,64.0,315.0,440.0,3386,11157,696,716.0,753,1008,1883,1647,4838,1302,1252,421,1110,696,1045.0,255,191,303,60,3419,696,3846,1937,719,202,1086.0,1791.0,104.0,18.0,696.0,632.0,8343,6025,696,891,1466,13355,1134.0,1281,44,5,5.0,6.0,7.0,13.0,5.0,100.0,13355.0,1134.0,,6088,190,365,508.0,720.0,1635.0,2518.0,589.0,2857.0,485.0,8827,485,118,11,322.0,11.0,21.0,795.0,1100.0,354.0,629.0,73.0,58.0,41.0,151.0,358.0,230.0,269.0,188.0,102.0,193.0,181.0,5.0,1433.0
66,5,56,5605,13286,6558,6481,576,946,7965,2257,174,2330,10343,22.0,68.0,3.0,4.0,49.0,177.0,290.0,2852,9548,505,381.0,710,846,1531,1304,4193,1131,1025,324,1008,505,709.0,307,148,234,73,3031,600,3189,1755,606,188,838.0,1385.0,73.0,20.0,505.0,334.0,7125,5128,505,528,1040,11654,592.0,929,26,10,3.0,8.0,7.0,2.0,1.0,54.0,11654.0,592.0,,4899,193,291,488.0,612.0,1451.0,2194.0,562.0,2293.0,303.0,7600,303,97,21,265.0,12.0,22.0,815.0,953.0,306.0,359.0,60.0,40.0,37.0,110.0,257.0,282.0,256.0,165.0,81.0,130.0,142.0,973.0,
67,5,56,5606,10900,5418,5458,643,1116,7164,1158,168,4606,5779,25.0,28.0,42.0,24.0,29.0,183.0,184.0,2858,7214,472,356.0,663,675,1234,1149,2972,1128,886,312,944,472,465.0,289,161,205,34,2999,298,2379,1018,213,41,805.0,1543.0,157.0,28.0,472.0,258.0,5832,4208,472,388,708,9744,448.0,619,6,5,2.0,18.0,4.0,11.0,1.0,1.0,41.0,9744.0,448.0,4768,106,231,253.0,644.0,1204.0,877.0,389.0,2227.0,201.0,5594,201,644,35,169.0,3.0,33.0,403.0,474.0,443.0,108.0,33.0,37.0,42.0,140.0,425.0,292.0,292.0,227.0,70.0,77.0,335.0,823.0,
