date,count_Argentina,ratio_Argentina,total_count_Argentina,count_Bolivia,ratio_Bolivia,total_count_Bolivia,count_Guatemala,ratio_Guatemala,total_count_Guatemala,count_Dominica,ratio_Dominica,total_count_Dominica,count_Jamaica,ratio_Jamaica,total_count_Jamaica,count_Nicaragua,ratio_Nicaragua,total_count_Nicaragua,count_Uruguay,ratio_Uruguay,total_count_Uruguay,count_Saint Lucia,ratio_Saint Lucia,total_count_Saint Lucia,count_Peru,ratio_Peru,total_count_Peru,count_Saint Vincent and the Grenadines,ratio_Saint Vincent and the Grenadines,total_count_Saint Vincent and the Grenadines,count_Cuba,ratio_Cuba,total_count_Cuba,count_Dominican Republic,ratio_Dominican Republic,total_count_Dominican Republic,count_Brazil,ratio_Brazil,total_count_Brazil,count_Panama,ratio_Panama,total_count_Panama,count_Costa Rica,ratio_Costa Rica,total_count_Costa Rica,count_Bahamas,ratio_Bahamas,total_count_Bahamas,count_Ecuador,ratio_Ecuador,total_count_Ecuador,count_El Salvador,ratio_El Salvador,total_count_El Salvador,count_Chile,ratio_Chile,total_count_Chile,count_Haiti,ratio_Haiti,total_count_Haiti,count_Belize,ratio_Belize,total_count_Belize,count_Grenada,ratio_Grenada,total_count_Grenada,count_Antigua and Barbuda,ratio_Antigua and Barbuda,total_count_Antigua and Barbuda,count_Colombia,ratio_Colombia,total_count_Colombia,count_Barbados,ratio_Barbados,total_count_Barbados,count_Suriname,ratio_Suriname,total_count_Suriname,count_Venezuela,ratio_Venezuela,total_count_Venezuela,count_Trinidad and Tobago,ratio_Trinidad and Tobago,total_count_Trinidad and Tobago,count_Mexico,ratio_Mexico,total_count_Mexico,count_Guyana,ratio_Guyana,total_count_Guyana,count_Honduras,ratio_Honduras,total_count_Honduras,count_Paraguay,ratio_Paraguay,total_count_Paraguay
2020-01-11,164,0.04422869471413161,3708,1,0.004,250,8,0.08080808080808081,99,0,0.0,14,2,0.023529411764705882,85,3,0.0410958904109589,73,5,0.023148148148148147,216,0,0.0,20,28,0.05894736842105263,475,0,0.0,11,3,0.009230769230769232,325,3,0.00597609561752988,502,2,0.002129925452609159,939,3,0.013333333333333334,225,1,0.01020408163265306,98,1,0.043478260869565216,23,2,0.011049723756906077,181,3,0.0189873417721519,158,34,0.0625,544,0,0.0,42,0,0.0,14,1,0.14285714285714285,7,0,0.0,12,15,0.014910536779324055,1006,0,0.0,27,0,0.0,24,14,0.01832460732984293,764,0,0.0,14,220,0.04862953138815208,4524,0,0.0,76,2,0.013986013986013986,143,0,0.0,44
2020-01-12,138,0.036653386454183264,3765,8,0.037914691943127965,211,9,0.09183673469387756,98,0,0.0,15,3,0.03,100,0,0.0,74,3,0.016574585635359115,181,1,0.14285714285714285,7,15,0.0379746835443038,395,0,0.0,21,2,0.008333333333333333,240,3,0.008403361344537815,357,4,0.004807692307692308,832,2,0.00966183574879227,207,0,0.0,77,0,0.0,42,1,0.0053475935828877,187,2,0.012738853503184714,157,28,0.044233807266982623,633,0,0.0,41,0,0.0,16,0,0.0,12,0,0.0,6,12,0.012307692307692308,975,0,0.0,30,0,0.0,27,12,0.01929260450160772,622,0,0.0,26,179,0.039117132867132864,4576,1,0.016129032258064516,62,5,0.030864197530864196,162,0,0.0,36
2020-01-13,338,0.04610557904787887,7331,5,0.015384615384615385,325,6,0.030612244897959183,196,0,0.0,23,0,0.0,115,3,0.02631578947368421,114,5,0.01483679525222552,337,0,0.0,21,31,0.0542907180385289,571,0,0.0,18,4,0.008908685968819599,449,3,0.0037641154328732747,797,13,0.0076605774896876845,1697,0,0.0,313,1,0.007246376811594203,138,0,0.0,61,1,0.0026954177897574125,371,3,0.011494252873563218,261,46,0.03318903318903319,1386,1,0.02127659574468085,47,0,0.0,30,0,0.0,19,1,0.0625,16,30,0.01924310455420141,1559,0,0.0,42,0,0.0,34,24,0.022641509433962263,1060,0,0.0,26,295,0.03971994075669853,7427,0,0.0,64,1,0.0049261083743842365,203,2,0.0273972602739726,73
2020-01-14,326,0.042658989793247844,7642,3,0.009404388714733543,319,5,0.02336448598130841,214,0,0.0,20,1,0.009174311926605505,109,1,0.007692307692307693,130,4,0.012698412698412698,315,0,0.0,46,38,0.05405405405405406,703,0,0.0,31,3,0.0066518847006651885,451,5,0.005841121495327103,856,10,0.005549389567147614,1802,4,0.011594202898550725,345,4,0.022988505747126436,174,1,0.01694915254237288,59,1,0.002652519893899204,377,4,0.017777777777777778,225,49,0.035897435897435895,1365,3,0.0625,48,0,0.0,30,0,0.0,13,0,0.0,9,26,0.016290726817042606,1596,0,0.0,43,0,0.0,28,12,0.011396011396011397,1053,1,0.025,40,367,0.04333963155408597,8468,0,0.0,91,2,0.008583690987124463,233,0,0.0,90
2020-01-15,301,0.040907855395487906,7358,2,0.006329113924050633,316,6,0.031746031746031744,189,0,0.0,20,2,0.014705882352941176,136,2,0.017699115044247787,113,2,0.0056179775280898875,356,1,0.047619047619047616,21,32,0.04664723032069971,686,0,0.0,18,5,0.011061946902654867,452,14,0.015677491601343786,893,11,0.005623721881390593,1956,7,0.020958083832335328,334,3,0.014563106796116505,206,0,0.0,42,1,0.0024096385542168677,415,4,0.014492753623188406,276,78,0.0546984572230014,1426,2,0.04878048780487805,41,0,0.0,31,1,0.0625,16,0,0.0,13,21,0.01259748050389922,1667,0,0.0,25,1,0.041666666666666664,24,24,0.021238938053097345,1130,1,0.03225806451612903,31,336,0.04062386652158143,8271,1,0.011235955056179775,89,1,0.004273504273504274,234,1,0.0136986301369863,73
2020-01-16,300,0.03994141925176408,7511,2,0.00625,320,7,0.03398058252427184,206,0,0.0,24,4,0.034482758620689655,116,2,0.01639344262295082,122,3,0.008356545961002786,359,1,0.045454545454545456,22,45,0.06933744221879815,649,0,0.0,24,6,0.012958963282937365,463,8,0.0103359173126615,774,13,0.006929637526652452,1876,2,0.005865102639296188,341,0,0.0,183,0,0.0,61,4,0.009523809523809525,420,8,0.03088803088803089,259,41,0.030280649926144758,1354,0,0.0,59,0,0.0,39,1,0.05263157894736842,19,0,0.0,10,25,0.014492753623188406,1725,0,0.0,59,0,0.0,25,14,0.013916500994035786,1006,0,0.0,30,342,0.04271796152885336,8006,0,0.0,81,1,0.005050505050505051,198,2,0.025,80
2020-01-17,285,0.04164231443600234,6844,2,0.0057306590257879654,349,6,0.028037383177570093,214,0,0.0,21,0,0.0,120,3,0.02097902097902098,143,2,0.006230529595015576,321,0,0.0,30,31,0.054673721340388004,567,0,0.0,30,1,0.0024271844660194173,412,6,0.008968609865470852,669,10,0.005467468562055768,1829,5,0.016286644951140065,307,6,0.034482758620689655,174,1,0.019230769230769232,52,1,0.0027548209366391185,363,3,0.014563106796116505,206,59,0.043964232488822655,1342,1,0.022222222222222223,45,0,0.0,25,0,0.0,14,0,0.0,7,19,0.01332398316970547,1426,0,0.0,34,1,0.05555555555555555,18,18,0.0192102454642476,937,0,0.0,31,266,0.036944444444444446,7200,0,0.0,68,3,0.014084507042253521,213,0,0.0,84
2020-01-18,140,0.036297640653357534,3857,1,0.0038314176245210726,261,3,0.022388059701492536,134,0,0.0,6,2,0.023255813953488372,86,0,0.0,73,2,0.011363636363636364,176,0,0.0,25,24,0.050314465408805034,477,0,0.0,9,1,0.0030959752321981426,323,1,0.0030120481927710845,332,10,0.009354536950420954,1069,0,0.0,224,0,0.0,125,1,0.0625,16,2,0.009900990099009901,202,2,0.012738853503184714,157,57,0.07818930041152264,729,0,0.0,34,0,0.0,9,0,0.0,6,0,0.0,6,13,0.012922465208747515,1006,0,0.0,35,1,0.038461538461538464,26,10,0.015432098765432098,648,0,0.0,20,177,0.03948248940441668,4483,1,0.0136986301369863,73,1,0.006097560975609756,164,1,0.02040816326530612,49
2020-01-19,125,0.03163756011136421,3951,5,0.02358490566037736,212,11,0.10476190476190476,105,0,0.0,19,4,0.04395604395604396,91,0,0.0,64,2,0.009174311926605505,218,0,0.0,7,8,0.022988505747126436,348,0,0.0,16,2,0.011494252873563218,174,2,0.006134969325153374,326,6,0.006818181818181818,880,5,0.02,250,1,0.009708737864077669,103,1,0.017857142857142856,56,0,0.0,188,3,0.022222222222222223,135,36,0.04568527918781726,788,1,0.034482758620689655,29,0,0.0,5,0,0.0,5,0,0.0,7,15,0.014605647517039922,1027,1,0.02857142857142857,35,0,0.0,17,4,0.005822416302765648,687,1,0.02564102564102564,39,253,0.049666274047899486,5094,0,0.0,81,1,0.00641025641025641,156,2,0.047619047619047616,42
2020-01-20,329,0.0458984375,7168,3,0.009933774834437087,302,8,0.0392156862745098,204,0,0.0,15,1,0.007518796992481203,133,2,0.014285714285714285,140,5,0.014619883040935672,342,0,0.0,26,36,0.05572755417956656,646,0,0.0,18,4,0.010443864229765013,383,4,0.006600660066006601,606,15,0.008660508083140877,1732,7,0.020588235294117647,340,3,0.0196078431372549,153,1,0.017857142857142856,56,3,0.007853403141361256,382,3,0.012295081967213115,244,65,0.047238372093023256,1376,0,0.0,47,0,0.0,27,1,0.038461538461538464,26,0,0.0,12,17,0.011310711909514305,1503,0,0.0,42,0,0.0,29,27,0.026706231454005934,1011,0,0.0,25,366,0.046570810535691565,7859,2,0.023809523809523808,84,1,0.0048543689320388345,206,0,0.0,86
